Start Time,End Time,Lang ID,Text
0,821,[SPA],"El tanque de combustible
líquido... si explota..."
0,821,[ITA],"Il serbatoio di carburante
liquido...se lo fai saltare..."
0,821,[GER],Der Tank mit Flüssigtreibstoff ...|Wenn der in die Luft flöge ...
0,821,[FRE],"La cuve à carburant liquide...
si elle explosait..."
0,821,[ENG],The liquid fuel tank...|if it blew up...
821,1294,[SPA],será el...
821,1294,[ITA],sarebbe...
821,1294,[GER],Das wäre ...
821,1294,[FRE],ça serait...
821,1294,[ENG],...that would be...
