Start Time,End Time,Lang ID,Text
0,724,[ENG],Acknowledged. The enemy|is still nearby.
0,724,[FRE],"Bien reçu. L'ennemi n'est pas
loin."
0,724,[GER],"Verstanden. Der Feind ist
noch in der Nähe."
0,724,[ITA],"Ricevuto. Il nemico è ancora
nei paraggi."
0,724,[SPA],"Recibido. El enemigo todavía
está por los alrededores."
724,1225,[ENG],Pursue and engage him.
724,1225,[FRE],"Trouvez-le et
débarrassez-vous de lui."
724,1225,[GER],"Verfolgen und in Gefecht
verwickeln."
724,1225,[ITA],Inseguitelo e attaccatelo.
724,1225,[SPA],Buscadlo y acabad con él.
