Start Time,End Time,Lang ID,Text
0,613,[SPA],"No hemos podido enviar
refuerzos."
0,613,[ITA],Non possiamo inviare rinforzi.
0,613,[GER],"Wir können keine Verstärkung
schicken."
0,613,[FRE],"Impossible d'envoyer des
renforts."
0,613,[ENG],We are unable to dispatch|reinforcements.
613,1267,[SPA],Arreglároslas solos.
613,1267,[ITA],"Risolvete con le risorse
attuali."
613,1267,[GER],"Sie müssen mit den Männern
zurechtkommen, die Sie haben."
613,1267,[FRE],"Débrouillez-vous avec vos
ressources actuelles."
613,1267,[ENG],Get by with your current|resources.
