Start Time,End Time,Lang ID,Text
0,585,[JPN],先の大戦
585,2215,[JPN],米中ソの真の権力者達の間に|秘密協定があった
2284,4067,[JPN],枢軸国に勝利し その後の世界を|動かすための協定だ
4137,5864,[JPN],三国は大戦の勝利を決定付けるため|互いの資産を出し合って
5865,7745,[JPN],表に出せない様々な裏工作や研究を|共同で進めた
7969,9431,[JPN],原子爆弾  ロケット技術|コブラ部隊…
9654,11075,[JPN],そしてそれらを可能にする莫大な資金
11117,12649,[JPN],あの大戦をあと5回は繰り返せる程のな
12831,13848,[JPN],…それが『賢者の遺産』だ
14001,15937,[JPN],大戦にケリをつけた後 三国は|『賢者の遺産』をわけあうことになっていた
16021,16982,[JPN],終戦と同時に米ソが
16983,18599,[JPN],ドイツの有能な科学者を抱え込んだのも|その一環だ
18849,20465,[JPN],だが我々ソ連は|間抜けな他のニ国を出し抜いた
20480,22123,[JPN],莫大な資金 最先端の研究|圧倒的な力
22137,23251,[JPN],それらは我々にこそふさわしい
23823,25257,[JPN],私の親父は『賢者の遺産』管理者の|一人だった
25258,26776,[JPN],終戦の混乱をつき 様々な手段を講じて|親父は
26777,28044,[JPN],ソ連が『遺産』を独占できるよう図った
28156,29911,[JPN],莫大な資金も スイス|オーストリア 香港など
29911,31596,[JPN],世界各地の銀行を通じて分散し|#{洗浄、ロンダリング}#した
31723,33631,[JPN],その金の流れを記したのが|このマイクロフィルムだ
33952,34523,[JPN],親父の死後
34551,35902,[JPN],私はその秘密を知り|マイクロフィルムを手に入れた
35958,37170,[JPN],それらの資金を使って|ブレジネフ達と手を組み
37170,38841,[JPN],このグロズ二ィグラードと|グラー二ン設計局を建設した
38953,39343,[JPN],しかし
39399,40959,[JPN],無能なグラー二ンは結果を出せず|フルシチョフの飼い犬
40960,42450,[JPN],ソコロフの技術…|シャゴホッドが必要になった
43021,45138,[JPN],GRUに属する私が直接ソコロフの設計局を|襲ってはあとが面倒だ
45153,47284,[JPN],そこで いまだ残る秘密協定のスパイ#{網、リング}#を|通じてザ・ボスに連絡を取り
47285,47911,[JPN],亡命を勧めた
48107,49402,[JPN],ザ・ボスも私の意思に同調してくれた
49472,50419,[JPN],世界は元々ひとつだったのだ
50447,52230,[JPN],だが『賢者達』の対立により|世界はふたつに分かたれた
52314,54097,[JPN],我々は『遺産』を使い|引き裂かれた世界を一つにする
54195,55086,[JPN],そのためには力が必要だ
55087,56535,[JPN],世界をまとめるに足る絶対的な切り札が
56689,58151,[JPN],それがシャゴホッド|そしてコブラ部隊だった
