Start Time,End Time,Lang ID,Text
2382,3078,[JPN],いくわよ スネーク？
6311,6728,[JPN],大丈夫？
7411,7912,[JPN],スネーク？
8400,8678,[JPN],ああ…
16885,17832,[JPN],言ったでしょ？ 信用してって
23614,24240,[JPN],スネークっ！！
25049,25425,[JPN],オセロット！
25579,26122,[JPN],まだだっ！
29396,29674,[JPN],くそっ！
40611,41015,[JPN],重いっ！
51381,52704,[JPN],スネーク まずCQCの基本を思い出して…
55713,56075,[JPN],まずい！
70802,71693,[JPN],その動きはいただいた
74020,75162,[JPN],丸腰の奴を撃つのは気が進まないが…
75539,75943,[JPN],仕方ない！
75957,76235,[JPN],EVA！！！
84525,85667,[JPN],おまえと最後の勝負がしたい
86294,86711,[JPN],いいだろう
102330,102622,[JPN],お前
102873,103249,[JPN],名前は？
103737,104182,[JPN],スネークだ
104448,105311,[JPN],違う そうじゃない
105855,107303,[JPN],お互い #{蛇、スネーク}#と#{山猫、オセロット}#では示しがつかない
107763,108557,[JPN],俺の名前はアダムスカ
108794,109142,[JPN],おまえは？
109533,109867,[JPN],ジョンだ
110341,111009,[JPN],わかった ジョン
111427,112067,[JPN],ありふれた名前だが
112375,112751,[JPN],忘れない
115231,115579,[JPN],こいっ！
