Start Time,End Time,Lang ID,Text
9933,10810,[ENG],Looks like death wasn't ready for you yet.
9933,10810,[FRE],"On dirait que la Mort n'était pas encore
prête pour toi."
9933,10810,[GER],"Du scheinst dem Tod ja noch einmal ein
Schnippchen geschlagen zu haben."
9933,10810,[ITA],"A quanto pare, non era ancora giunta la
tua ora."
9933,10810,[SPA],Parece que todavía no era tu hora.
12357,12635,[ENG],Boss?
12357,12635,[FRE],Boss?
12357,12635,[GER],Boss?
12357,12635,[ITA],The Boss?
12357,12635,[SPA],¿Boss?
12803,13332,[ENG],That arm still hurt?
12803,13332,[FRE],Tu as encore mal au bras?
12803,13332,[GER],Tut der Arm noch weh?
12803,13332,[ITA],Il braccio fa ancora male?
12803,13332,[SPA],¿Todavía te duele el brazo?
14614,15115,[ENG],What are you doing here?
14614,15115,[FRE],Qu'est-ce que vous faites là?
14614,15115,[GER],Was machen Sie hier?
14614,15115,[ITA],Cosa ci fa qui?
14614,15115,[SPA],¿Qué estás haciendo aquí?
20507,20911,[ENG],Go home!
20507,20911,[FRE],Rentre chez toi!
20507,20911,[GER],Geh nach Hause!
20507,20911,[ITA],Vattene!
20507,20911,[SPA],¡Vete a casa!
23001,24129,[ENG],Go home! GRU and my sons|are waiting up ahead.
23001,24129,[FRE],"Retourne chez toi! Le GRU et mes fils
t'attendent là-bas."
23001,24129,[GER],"Geh nach Hause! Die GRU und meine
Jungs erwarten dich dort vorne."
23001,24129,[ITA],"Vattene! Il GRU e i miei figli aspettano più
avanti."
23001,24129,[SPA],"¡Vete a casa! Los GRU y mis hijos te
esperan más adelante."
24422,25648,[ENG],You don't have a prayer of finishing|your mission -- you're not even armed.
24422,25648,[FRE],"Tu n'as aucune chance de terminer ta
mission. Tu n'es même pas armé."
24422,25648,[GER],"Dein Einsatz hat keine Erfolgschance - du
bist ja nicht einmal bewaffnet."
24422,25648,[ITA],"Non hai la minima possibilità di finire la
missione. Non sei nemmeno armato."
24422,25648,[SPA],"No tienes nada que hacer contra ellos, ni
siquiera estás armado."
26721,27111,[ENG],Boss!!
26721,27111,[FRE],Boss!!
26721,27111,[GER],Boss!
26721,27111,[ITA],The Boss!
26721,27111,[SPA],¡¡Boss!!
31137,31833,[ENG],I'm not your boss anymore.
31137,31833,[FRE],Je ne suis plus ton boss!
31137,31833,[GER],Ich bin nicht mehr dein Boss!
31137,31833,[ITA],Non sono più il tuo capo.
31137,31833,[SPA],Yo ya no soy tu jefe.
32447,33101,[ENG],There's nothing for you here.
32447,33101,[FRE],Il n'y a plus rien pour toi ici.
32447,33101,[GER],Hier gibt es nichts für dich zu tun.
32447,33101,[ITA],Qui non c'è niente per te.
32447,33101,[SPA],Tú no tienes nada que hacer aquí.
33576,34007,[ENG],Go home.
33576,34007,[FRE],Rentre chez toi.
33576,34007,[GER],Geh nach Hause.
33576,34007,[ITA],Vattene.
33576,34007,[SPA],Vete a casa.
34035,34634,[ENG],Go back to your boss.
34035,34634,[FRE],Retourne voir ton boss.
34035,34634,[GER],Geh zurück zu deinem Boss.
34035,34634,[ITA],Torna dal tuo capo.
34035,34634,[SPA],Vuelve con tu jefe.
34843,35873,[ENG],There's no need to prove that|you are virtuous here.
34843,35873,[FRE],"Ici, ce n'est pas la peine de prouver que tu
es vertueux."
34843,35873,[GER],"Hier brauchst du deine Virtuosität nicht
unter Beweis zu stellen."
34843,35873,[ITA],"Qui non c'è bisogno di dare prova della tua
virtù."
34843,35873,[SPA],"Aquí no tienes por qué demostrar que eres
un virtuoso."
36237,36850,[ENG],This isn't America.
36237,36850,[FRE],Ce n'est pas l'Amérique.
36237,36850,[GER],Das hier ist nicht Amerika.
36237,36850,[ITA],Questa non è l'America.
36237,36850,[SPA],Esto no es América.
43049,44330,[ENG],That should stir things up a bit.|You'd better hurry.
43049,44330,[FRE],"Ca devrait faire diversion. Tu ferais bien
de te dépêcher."
