Start Time,End Time,Lang ID,Text
473,1113,[JPN],これで扉が開くわ
1490,2618,[JPN],本棟へ入ったところにある扉だな|わかった
2814,3078,[JPN],君は？
3190,3872,[JPN],私は脱出ルートを確保する
3900,5126,[JPN],北に大きな鉄橋があるの|そこに爆薬をセットする
5154,5655,[JPN],C3を半分もらっていくわ
5670,6436,[JPN],わかった 俺は兵器廠を破壊する
6464,6951,[JPN],くれぐれも#{兵器廠、こっち}#にはちかづくな
6952,7216,[JPN],わかったわ
7244,8247,[JPN],それとオセロットに気をつけろ|君の正体を疑っていた
8247,9347,[JPN],大丈夫よ 大佐はまだ私を信じてる
9459,9932,[JPN],まだやれるわ
10226,10950,[JPN],私の魅力の前には誰も…
11006,11493,[JPN],あなた以外はね
11535,12370,[JPN],EVA#ー 注意するに越したことはない
12371,12775,[JPN],わかってるわ
12845,13430,[JPN],それじゃ行きましょう
14628,15366,[JPN],バイクに乗って生まれてきたみたいだな？
15770,16494,[JPN],毎日乗らないと生きていけないの
16509,16704,[JPN],え？
16997,18139,[JPN],風が私を強く打つの 痛いほど
18432,19462,[JPN],その痛みが偽りの私を癒してくれる
19964,20911,[JPN],自分を騙しつづけるのは難しいわ
21009,21217,[JPN],でも…
21385,22931,[JPN],こうしてバイクに乗っている時だけ|本当の自分を解放できる
23154,24240,[JPN],私がバイクから降りる時は…死ぬ時か
24297,24798,[JPN],恋をした時…
24966,25397,[JPN],君の名前は？
25439,25689,[JPN],夕チアナ
25690,25898,[JPN],いや#ー
26094,26498,[JPN],本当の君…
26958,27431,[JPN],夕ー二ャは嫌い？
27571,27863,[JPN],夕ー二ャ
27933,28364,[JPN],見つかるなよ
28727,29005,[JPN],これ？
29145,29674,[JPN],ボ夕ン式のカメラ
30831,31262,[JPN],どうするつもりだ？
31416,31820,[JPN],保険よ
31862,32600,[JPN],あなたが裏切らない為の…
34941,35205,[JPN],おいっ！
35233,35539,[JPN],何っ！
35582,36083,[JPN],また濡れるぞ！
