Start Time,End Time,Lang ID,Text
0,529,[SPA],"A principios del siglo 20,"
0,529,[ITA],"All'inizio del 20º secolo,"
0,529,[GER],Anfang des 20. Jahrhunderts
0,529,[FRE],"Au début du 20ème siècle,"
0,529,[ENG],"Early in the twentieth century,"
529,1364,[SPA],"los verdaderos peces gordos y mandamás
de los Estados Unidos,"
529,1364,[ITA],"i veri detentori del potere di Stati Uniti,"
529,1364,[GER],"trafen sich die wahren Machthaber der
Vereinigten Staaten,"
529,1364,[FRE],"les vrais détenteurs du pouvoir aux
Etats-Unis,"
529,1364,[ENG],"the true holders of power|in the United States,"
1365,2507,[SPA],"de la República de China y de la nueva
Unión Soviética"
1365,2507,[ITA],"Repubblica Popolare Cinese e Unione
Sovietica, appena formatasi,"
1365,2507,[GER],Chinas und der neuen Sowjetunion
1365,2507,[FRE],en Chine et en nouvelle Union Soviétique
1365,2507,[ENG],"the Republic of China, and|the newly-formed Soviet Union"
2507,3175,[SPA],se juntaron en una reunión secreta
2507,3175,[ITA],si incontrarono di nascosto
2507,3175,[GER],"in einem geheimen Treffen,"
2507,3175,[FRE],"se sont réunis en secret, lors d'une
réunion"
2507,3175,[ENG],gathered together in a secret meeting
3176,4095,[SPA],"que posteriormente llamarían el Comité de
los Sabios."
3176,4095,[ITA],"in quello che più tardi fu chiamato il
Comitato dei Saggi."
3176,4095,[GER],"das als „Ausschuss der Weisen"" in die
Geschichte eingehen sollte."
3176,4095,[FRE],qu'on a appelé le Comité des Sages.
3176,4095,[ENG],that would later be known as|the Wisemen's Committee.
4096,4709,[SPA],Los Filósofos es el resultado
4096,4709,[ITA],"Il patto segreto che strinsero in
quell'occasione"
4096,4709,[GER],Ihr Geheimpakt
4096,4709,[FRE],Le pacte qu'ils ont signé
4096,4709,[ENG],The secret pact they formed there
4709,5586,[SPA],del pacto secreto al que allí llegaron.
4709,5586,[ITA],segnò l'inizio dei Filosofi.
4709,5586,[GER],"markierte die Geburtsstunde der
Philosophen."
4709,5586,[FRE],marque le début des Philosophes.
4709,5586,[ENG],marked the beginning of|the Philosophers.
5739,7048,[SPA],"Pero el último de los miembros originarios
murió en el año 1.930."
5739,7048,[ITA],"Ma l'ultimo dei membri originali morì negli
anni '30,"
5739,7048,[GER],"Doch das letzte Gründungsmitglied starb in
den 30er Jahren."
