0x90,"PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/4]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x11b,"PERSONAL DATA [1/4]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/4]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x1a7,"PERSONAL DATA [2/4]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
","PERSONAL DATA [2/4]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
"
0x226,"PERSONAL DATA [3/4]

EYESIGHT:20/13
BLOOD TYPE:A
PAST ILLNESSES:GOUT
FAMILY:PARENTS,A SISTER
HOBBY:MOVIE,HUNTING
FVRT FOOD:SHEPHERD'S PIE
UNFVRT FOOD:HAMBURGER
","PERSONAL DATA [3/4]

EYESIGHT:20/13
BLOOD TYPE:A
PAST ILLNESSES:GOUT
FAMILY:PARENTS,A SISTER
HOBBY:MOVIE,HUNTING
FVRT FOOD:SHEPHERD'S PIE
UNFVRT FOOD:HAMBURGER
"
0x2c7,"PERSONAL DATA [4/4]

FVRT MOVIE:SPY/WAR MOVIE
FVRT ANIMAL:HORSE
FVRT LIQUOR:WHISKEY
FVRT SPORT:RUGBY
FVRT TEA:DIMBULA
FVRT UMA:NESSIE
MOTTO:WHO DARES WINS
","PERSONAL DATA [4/4]

FVRT MOVIE:SPY/WAR MOVIE
FVRT ANIMAL:HORSE
FVRT LIQUOR:WHISKEY
FVRT SPORT:RUGBY
FVRT TEA:DIMBULA
FVRT UMA:NESSIE
MOTTO:WHO DARES WINS
"
0x363,"PERSONAL DATA [1/3]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/3]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x3ee,"PERSONAL DATA [1/3]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/3]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x47a,"PERSONAL DATA [2/3]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
","PERSONAL DATA [2/3]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
"
0x4f9,"PERSONAL DATA [3/3]

EYESIGHT:20/13
BLOOD TYPE:A
PAST ILLNESSES:GOUT
FAMILY:PARENTS,A SISTER
HOBBY:MOVIE,HUNTING
FVRT FOOD:SHEPHERD'S PIE
UNFVRT FOOD:HAMBURGER
","PERSONAL DATA [3/3]

EYESIGHT:20/13
BLOOD TYPE:A
PAST ILLNESSES:GOUT
FAMILY:PARENTS,A SISTER
HOBBY:MOVIE,HUNTING
FVRT FOOD:SHEPHERD'S PIE
UNFVRT FOOD:HAMBURGER
"
0x59a,"PERSONAL DATA [1/2]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/2]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x625,"PERSONAL DATA [1/2]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/2]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x6b1,"PERSONAL DATA [2/2]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
","PERSONAL DATA [2/2]

HEIGHT:6% 5/8~
WEIGHT:174q
HAIR:GREY
EYE:GREYISH BLUE
SKIN:WHITE
VOICE:BANJO GINGA
MTN ACTR:TAKASHI KUBO
"
0x730,"PERSONAL DATA [1/1]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/1]

CODENAME:MAJOR TOM
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x7bb,"PERSONAL DATA [1/1]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
","PERSONAL DATA [1/1]

CODENAME:MAJOR ZERO
SEX:MALE
AGE:55
NATIONALITY:U.K
BIRTHDATE:8/12/1909
BIRTHPLACE:EXETER,ENG.
ADDRESS:PORTSMOUTH,NH.
"
0x847,"少佐、宇宙開発競争について教えてくれ。
","少佐、宇宙開発競争について教えてくれ。
"
0x888,"1957年にソ連は人工衛星スプート二ク1号の
打ち上げに成功。
","1957年にソ連は人工衛星スプート二ク1号の
打ち上げに成功。
"
0x8de,"ソ連に先鞭を打たれたアメリカ政府は
後を追うように宇宙開発に力を入れた。
","ソ連に先鞭を打たれたアメリカ政府は
後を追うように宇宙開発に力を入れた。
"
0x94d,"翌年には各軍個別に行われていた宇宙開発
事業を統合、アメリカ航空宇宙局、NASAを
設立することになる。
","翌年には各軍個別に行われていた宇宙開発
事業を統合、アメリカ航空宇宙局、NASAを
設立することになる。
"
0x9e8,"同年、有人宇宙飛行を目的としたマーキュリー
計画がうち立てられ、陸海軍から7人の宇宙
飛行士候補者、ライトス夕ッフが選抜された。
","同年、有人宇宙飛行を目的としたマーキュリー
計画がうち立てられ、陸海軍から7人の宇宙
飛行士候補者、ライトス夕ッフが選抜された。
"
0xab6,"だが君も知ってのとおり、今から3年前に初の
有人宇宙飛行を成し遂げたのはソヴィエトの
ユーリ・ガガーリン。
","だが君も知ってのとおり、今から3年前に初の
有人宇宙飛行を成し遂げたのはソヴィエトの
ユーリ・ガガーリン。
"
0xb5d,"NASAが弾道飛行に成功したのは
ガガーリンの1ヶ月後、アラン・シェパードの
搭乗したフリーダム7だった。
","NASAが弾道飛行に成功したのは
ガガーリンの1ヶ月後、アラン・シェパードの
搭乗したフリーダム7だった。
"
0xbfa,"その後、軌道飛行においても遅れをとった
ことでケネディ大統領は大いなる決意をしたな。
","その後、軌道飛行においても遅れをとった
ことでケネディ大統領は大いなる決意をしたな。
"
0xc84,"60年代のうちに人類は月に行くと。
","60年代のうちに人類は月に行くと。
"
0xcb8,"その演説なら俺も知っている。
だが俺のまわりでは反対意見も多かった。
","その演説なら俺も知っている。
だが俺のまわりでは反対意見も多かった。
"
0xd2a,"宇宙基地の破壊工作任務など当てがわれたら
たまらん、とな。
","宇宙基地の破壊工作任務など当てがわれたら
たまらん、とな。
"
0xd87,"だがロケット開発はミサイル開発にも通じるぞ。
","だがロケット開発はミサイル開発にも通じるぞ。
"
0xdd1,"想像してみろ、ソ連の月面基地から
ワシントンに無数の核ミサイルが降り注ぐ
ことを。
","想像してみろ、ソ連の月面基地から
ワシントンに無数の核ミサイルが降り注ぐ
ことを。
"
0xe50,"それが実現するのはまだ先の話だとしてもだ。
","それが実現するのはまだ先の話だとしてもだ。
"
0xe94,"後手に回っては取り返しのつかないことになる。
一歩ずつ、確実に踏み出していかなければ
ならん。
","後手に回っては取り返しのつかないことになる。
一歩ずつ、確実に踏み出していかなければ
ならん。
"
0xf2b,"一昨年前に開始されたジェミ二計画は
月面着陸への前準備といったところだ。
","一昨年前に開始されたジェミ二計画は
月面着陸への前準備といったところだ。
"
0xfa0,"とはいえ……。
","とはいえ……。
"
0xfba,"ケネディ元大統領を否定する気はないが、
私にはあと6年で人類が月に到達するなど
想像出来んよ。
","ケネディ元大統領を否定する気はないが、
私にはあと6年で人類が月に到達するなど
想像出来んよ。
"
0x104c,"どうだろうな。
俺は人間が宇宙に行けるとすら
思っていなかった。
","どうだろうな。
俺は人間が宇宙に行けるとすら
思っていなかった。
"
0x10b6,"あとは成し遂げるまでの意志の強さの問題だ。
","あとは成し遂げるまでの意志の強さの問題だ。
"
0x10fa,"そうかもしれんな。
","そうかもしれんな。
"
