Start Time,End Time,Lang ID,Text
15673,16871,[ENG],"You disappoint me, young snake..."
15673,16871,[FRE],"Tu me déçois, petit serpent..."
15673,16871,[GER],"Du enttäuschst mich, kleine Schlange ..."
15673,16871,[ITA],"Mi deludi, giovane serpente..."
15673,16871,[SPA],"Me has decepcionado, joven serpiente..."
17317,18389,[ENG],The moment you close your eyes|on the battlefield
17317,18389,[FRE],Si tu te mets à dormir sur le champ de
17317,18389,[GER],"Sobald du auf dem Gefechtsfeld die Augen
schließt,"
17317,18389,[ITA],"L'attimo in cui chiudi gli occhi sul campo di
battaglia"
17317,18389,[SPA],"El momento en el que cierras los ojos en
el campo de batalla,"
18390,19351,[ENG],is the moment you never open|them again.
18390,19351,[FRE],"bataille, tu risques de ne jamais te
réveiller."
18390,19351,[GER],ist dein Ende besiegelt.
18390,19351,[ITA],è l'attimo in cui non li riaprirai più.
18390,19351,[SPA],"es el momento en el que no volverás a
abrirlos."
19825,21051,[ENG],That's why I don't sleep here...
19825,21051,[FRE],"C'est pour ça que moi, je ne dors jamais
ici..."
19825,21051,[GER],Darum schlafe ich hier auch nicht ...
19825,21051,[ITA],Per questo io non dormo qui...
19825,21051,[SPA],Por eso no duermo aquí...
