Start Time,End Time,Lang ID,Text
0,1713,[SPA],"La muerte es trágica. Pero la
vida es miserable..."
0,1713,[ITA],"La morte è tragica. Ma la vita
è penosa..."
0,1713,[GER],"Der Tod ist tragisch. Aber
das Leben ist ein Elend ..."
0,1713,[FRE],"La mort est tragique. Mais la
vie est pathétique..."
0,1713,[ENG],Death is tragic.|But life is miserable...
1727,2716,[SPA],"Por eso tú has sido
convocado aquí..."
1727,2716,[ITA],"Per questo sei stato
convocato qui..."
1727,2716,[GER],"Darum wurdest du hierher
gerufen ..."
1727,2716,[FRE],"Voilà pourquoi je vous ai
appelé ici..."
1727,2716,[ENG],That is why you were|summoned here...
