Start Time,End Time,Lang ID,Text
0,626,[ENG],The colonel's electric|shock...
0,626,[FRE],"Les chocs électriques du
Colonel..."
0,626,[GER],"Der Elektroschock des
Oberst ..."
0,626,[ITA],"La scossa elettrica del
colonnello..."
0,626,[SPA],"El shock eléctrico del
Coronel..."
626,1211,[ENG],with Russian Glowcaps...
626,1211,[FRE],"avec les russules
phosphorescentes..."
626,1211,[GER],mit Russischen Glühpilzen ...
626,1211,[ITA],"con i funghi luminescenti
russi..."
626,1211,[SPA],"con setas luminiscentes
rusas..."
