full_path,relative_path_to_file,filename_with_extension,file_stem,extension,filesize,sha1
textures/flatlist/ovr_stm/_win/0000021b.ctxr,textures/flatlist/ovr_stm/_win,0000021b.ctxr,0000021b,ctxr,11185288,c13b168427ed9fed8b3d75fa22d8ff7007b978eb
textures/flatlist/ovr_stm/_win/0000368b.ctxr,textures/flatlist/ovr_stm/_win,0000368b.ctxr,0000368b,ctxr,32928,2dd89880c06b94d8656725f723168847a5d54ade
textures/flatlist/ovr_stm/_win/00005011.img.ctxr,textures/flatlist/ovr_stm/_win,00005011.img.ctxr,00005011.img,ctxr,393376,220c0b31b847ce785edb989020b6e278d5229c28
textures/flatlist/ovr_stm/_win/00005e41.ctxr,textures/flatlist/ovr_stm/_win,00005e41.ctxr,00005e41,ctxr,32928,9d1a143cdd45741b9094edb311b8abe0d3443891
textures/flatlist/ovr_stm/_win/0000719c.ctxr,textures/flatlist/ovr_stm/_win,0000719c.ctxr,0000719c,ctxr,1507488,299048f28bfa6523a6566ecf2f79a4064168d9e9
textures/flatlist/ovr_stm/_win/00007c5c.ctxr,textures/flatlist/ovr_stm/_win,00007c5c.ctxr,00007c5c,ctxr,2097312,139a38540558661a6dced216fa0429b70325f673
textures/flatlist/ovr_stm/_win/0000bdd3.ctxr,textures/flatlist/ovr_stm/_win,0000bdd3.ctxr,0000bdd3,ctxr,2097312,eaed5c80c560aa14fdc40409e630e94cf5e9f670
textures/flatlist/ovr_stm/_win/0000c6fa.ctxr,textures/flatlist/ovr_stm/_win,0000c6fa.ctxr,0000c6fa,ctxr,454560,04e8456ff63e924ba88883feb514c9bb3f58247e
textures/flatlist/ovr_stm/_win/00011816.ctxr,textures/flatlist/ovr_stm/_win,00011816.ctxr,00011816,ctxr,454560,ab178ed258ceeb98a50afea52f0db0f912d37c4a
textures/flatlist/ovr_stm/_win/0001435e.ctxr,textures/flatlist/ovr_stm/_win,0001435e.ctxr,0001435e,ctxr,426144,396e15b3c803f2112a94892940908bad6833e906
textures/flatlist/ovr_stm/_win/00014362.ctxr,textures/flatlist/ovr_stm/_win,00014362.ctxr,00014362,ctxr,448672,638b7e14c6a1604426d623edf1146aa066ca77de
textures/flatlist/ovr_stm/_win/00014366.ctxr,textures/flatlist/ovr_stm/_win,00014366.ctxr,00014366,ctxr,731296,5c6ebeceb3822cf181cfb5afb8055712fb6cd793
